,"O-PTIR 1/O-PTIR","O-PTIR 2/O-PTIR","O-PTIR 3/O-PTIR","O-PTIR 4/O-PTIR","O-PTIR 6/O-PTIR","O-PTIR 8/O-PTIR","O-PTIR 9/O-PTIR","O-PTIR 1/O-PTIR","O-PTIR 3/O-PTIR","O-PTIR 5/O-PTIR","O-PTIR 6/O-PTIR","O-PTIR 7/O-PTIR"
965,1.7296040058136,0.935277104377747,2.54137182235718,1.51295113563538,1.59895002841949,3.53629946708679,1.36713016033173,3.27224564552307,1.77755284309387,-0.374390780925751,3.37833094596863,-0.0346203558146954
967,1.63976740837097,0.871873199939728,2.58361434936523,1.53294837474823,1.57623875141144,3.60454511642456,1.40322005748749,3.45408773422241,1.86601424217224,-0.397228598594666,3.43849205970764,-0.00199699448421597
969,1.38941872119904,0.794827520847321,2.68532848358154,1.54986643791199,1.55445277690887,3.64033532142639,1.33531081676483,3.62321615219116,1.92902374267578,-0.371806681156158,3.5397937297821,0.032900046557188
971,1.22079479694366,0.857280492782593,2.80158162117004,1.55458641052246,1.61362242698669,3.66442394256592,1.26307690143585,3.69223546981812,2.04354763031006,-0.330132871866226,3.57599139213562,0.0450023338198662
973,1.15776824951172,0.983336508274078,2.86518669128418,1.57094538211823,1.72330462932587,3.73100185394287,1.2264769077301,3.69296479225159,2.07725119590759,-0.254487574100494,3.55340027809143,0.0700834095478058
975,1.1706907749176,1.09685516357422,2.8546245098114,1.590256690979,1.82071971893311,3.83406615257263,1.28602850437164,3.68323659896851,2.07429766654968,-0.182539477944374,3.54768061637878,0.124394558370113
977,1.34556090831757,1.13277530670166,2.87774634361267,1.58749222755432,1.87451016902924,3.90637373924255,1.38931119441986,3.70341014862061,2.09754228591919,-0.188569977879524,3.69143438339233,0.174109697341919
979,1.6446281671524,1.14958679676056,2.99784111976624,1.57769846916199,1.90856885910034,3.94481134414673,1.52298939228058,3.77094864845276,2.17705631256104,-0.226267337799072,3.85616993904114,0.195879399776459
981,1.9516476392746,1.24146294593811,3.139808177948,1.51979148387909,1.99135327339172,3.98809742927551,1.660364985466,3.86455917358398,2.30606317520142,-0.238764122128487,3.9359188079834,0.236479938030243
983,2.15845394134521,1.37759029865265,3.2588095664978,1.43375885486603,2.09074449539185,4.05042123794556,1.7815899848938,3.91974997520447,2.44984650611877,-0.22760859131813,4.03952598571777,0.265581488609314
985,2.29559063911438,1.52573943138123,3.34727716445923,1.37518072128296,2.12062907218933,4.16766262054443,1.85635149478912,3.9624650478363,2.59738206863403,-0.186248615384102,4.23153734207153,0.280679196119308
