,"O-PTIR 1/O-PTIR","O-PTIR 2/O-PTIR","O-PTIR 3/O-PTIR","O-PTIR 4/O-PTIR","O-PTIR 5/O-PTIR","O-PTIR 6/O-PTIR","O-PTIR 7/O-PTIR","O-PTIR 8/O-PTIR","O-PTIR 9/O-PTIR","O-PTIR 10/O-PTIR","O-PTIR 11/O-PTIR","O-PTIR 12/O-PTIR","O-PTIR 13/O-PTIR","O-PTIR 14/O-PTIR","O-PTIR 15/O-PTIR","O-PTIR 16/O-PTIR","O-PTIR 17/O-PTIR","O-PTIR 18/O-PTIR"
939,0.573534786701202,1.56006574630737,0.0990239903330803,-0.050641342997551,0.971725821495056,0.291854947805405,0.391463279724121,0.234923958778381,0.904001474380493,0.017699558287859,0.56615287065506,1.75884485244751,0.218706622719765,0.967486202716827,0.769318699836731,-0.00570046762004495,0.580610871315002,0.460361033678055
941,0.508753895759583,1.79229032993317,0.210802555084229,0.0214991681277752,1.14492917060852,0.419557005167007,0.428127288818359,0.465018898248672,1.19786190986633,0.160668075084686,0.837973475456238,2.00339221954346,0.102671504020691,1.03726017475128,0.793536961078644,0.0990200191736221,0.644507706165314,0.387733459472656
943,0.624625086784363,2.05645966529846,0.0917591601610184,0.143757238984108,1.43726634979248,0.488643497228622,0.520499467849731,0.735507607460022,1.399742603302,0.288272321224213,1.03660476207733,2.31775832176208,0.188498765230179,1.1930718421936,0.939107000827789,0.2235988676548,0.892210602760315,0.50463855266571
945,0.82651549577713,2.41710162162781,-0.141250371932983,0.25533801317215,1.68942594528198,0.57336413860321,0.658841907978058,0.910567581653595,1.67367255687714,0.421238780021667,1.23179078102112,2.65007591247559,0.26446658372879,1.40422666072845,1.15982794761658,0.286136895418167,1.19375050067902,0.605311036109924
947,0.947420239448547,2.74921560287476,-0.154990077018738,0.367297679185867,1.84789979457855,0.593872129917145,0.850667357444763,0.972815334796906,1.89918744564056,0.542398452758789,1.42049014568329,2.88353967666626,0.321650743484497,1.58947718143463,1.40455687046051,0.319004148244858,1.36972808837891,0.696582674980164
949,1.09530699253082,3.05124998092651,-0.0595748014748096,0.487098902463913,1.98011219501495,0.629521012306213,1.00479161739349,0.970473229885101,2.08553719520569,0.592748701572418,1.61805939674377,3.1379656791687,0.466550022363663,1.76510334014893,1.65292906761169,0.430286854505539,1.49227702617645,0.821176469326019
951,1.26441884040833,3.37164497375488,0.00514333928003907,0.585123896598816,2.07389950752258,0.635254442691803,1.03875648975372,1.02143919467926,2.23930072784424,0.613040328025818,1.80666303634644,3.46749114990234,0.594415903091431,1.92783403396606,1.91729438304901,0.542632818222046,1.63816022872925,0.938326835632324
953,1.42062163352966,3.68491291999817,0.0257630236446857,0.655928373336792,2.1546311378479,0.610200524330139,1.07874631881714,1.13497149944305,2.36048555374146,0.632914125919342,1.92118060588837,3.77039957046509,0.65777862071991,2.08172345161438,2.16704082489014,0.626577913761139,1.77396237850189,1.04131579399109
955,1.5278058052063,3.89203071594238,0.0318749286234379,0.690430223941803,2.27048778533936,0.604272305965424,1.13904464244843,1.2378830909729,2.48149442672729,0.672325968742371,1.99134933948517,3.98908805847168,0.701893508434296,2.18763780593872,2.35992574691772,0.672118842601776,1.87751603126526,1.12288987636566
957,1.56105506420135,4.05569505691528,0.0136396884918213,0.7254678606987,2.41582584381104,0.631005823612213,1.20574951171875,1.32376408576965,2.591557264328,0.724051713943481,2.05548930168152,4.12159824371338,0.78320986032486,2.24447965621948,2.50342988967896,0.703540444374084,1.97429049015045,1.17431092262268
959,1.6095232963562,4.13033771514893,0.064481221139431,0.766644537448883,2.50276517868042,0.674923777580261,1.25901591777802,1.36617982387543,2.64359641075134,0.760628163814545,2.06983733177185,4.18137073516846,0.879686415195465,2.27197337150574,2.57193350791931,0.734586417675018,2.06623101234436,1.17907118797302
961,1.66718149185181,4.13071203231812,0.0926051735877991,0.774438679218292,2.56035590171814,0.730400681495667,1.28300309181213,1.3857696056366,2.65762066841125,0.794204711914063,2.07235097885132,4.19132375717163,0.928861379623413,2.29939556121826,2.58679389953613,0.764569163322449,2.15543651580811,1.19140958786011
