,O-PTIR 1/O-PTIR,O-PTIR 2/O-PTIR,O-PTIR 3/O-PTIR,O-PTIR 4/O-PTIR,O-PTIR 5/O-PTIR,O-PTIR 6/O-PTIR,O-PTIR 7/O-PTIR,O-PTIR 8/O-PTIR,O-PTIR 9/O-PTIR,O-PTIR 10/O-PTIR,O-PTIR 11/O-PTIR,O-PTIR 12/O-PTIR,O-PTIR 13/O-PTIR,O-PTIR 14/O-PTIR,O-PTIR 15/O-PTIR,O-PTIR 16/O-PTIR,O-PTIR 17/O-PTIR,O-PTIR 18/O-PTIR,O-PTIR 19/O-PTIR,O-PTIR 20/O-PTIR,,,
1323,0.824288487,0.22453393,0.098996326,0.072056822,0.019523352,0.014983835,0.368234634,-0.05870064,0.166738212,-0.046015754,0.143566191,0.121436708,0.053516351,0.128784269,0.327581316,0.188383996,0.280346602,-0.013003378,0.069939747,0.152878165,,,
1325,0.80046165,0.234585077,0.100841343,0.075743578,0.024920993,0.014369057,0.381016701,-0.050789595,0.168887317,-0.036092155,0.148126259,0.113883585,0.044259697,0.14130111,0.312640786,0.191996917,0.304150522,-0.018418377,0.077056825,0.171055019,,,
1327,0.787061691,0.2463478,0.098444305,0.068022273,0.033036198,0.007665621,0.387491584,-0.048270799,0.164913103,-0.013423308,0.140853375,0.108610198,0.020481909,0.153290749,0.300905257,0.176502287,0.304831773,-0.016241597,0.082469881,0.186356395,,,
1329,0.778065026,0.267825991,0.099915355,0.052981384,0.033147287,-0.00510898,0.390325218,-0.058695298,0.165876403,-0.008819433,0.126028627,0.094346657,-0.000573043,0.161971584,0.304855615,0.170119017,0.291102499,-0.009952476,0.081879675,0.186578318,,,
1331,0.765983224,0.282960474,0.103285521,0.03867105,0.032711387,-0.004550742,0.384814054,-0.071471028,0.17531015,-0.014738286,0.111538105,0.068721086,0.000793761,0.165014625,0.308830321,0.180709139,0.277771175,-0.000854348,0.076037347,0.180607453,,,
1333,0.756706238,0.285336435,0.112316102,0.028329177,0.024125686,0.008043393,0.38118279,-0.073724113,0.180272326,-0.021514539,0.105096862,0.066818617,0.00955499,0.165413335,0.297628045,0.184390843,0.267599225,0.001612554,0.077333078,0.173079774,,,
1335,0.7699247,0.279041439,0.117620856,0.025384404,0.011268489,0.016719369,0.381332844,-0.076155908,0.169401541,-0.021099433,0.101224661,0.073180921,0.018948192,0.165694922,0.284656525,0.177409127,0.256556809,0.006056403,0.080592833,0.160914585,,,
1337,0.802004278,0.273807257,0.125658989,0.038501967,0.001396162,0.020758023,0.38127619,-0.08236707,0.158397213,-0.021745546,0.09379708,0.060278043,0.028424911,0.156778499,0.279820412,0.165140301,0.258264512,0.010814055,0.075197361,0.15033637,,,
1339,0.838194191,0.284854382,0.134899795,0.056364246,-0.001823918,0.026593026,0.392241985,-0.071898311,0.152187347,-0.016231799,0.093054667,0.058137968,0.040510993,0.153018847,0.275072306,0.152526334,0.274655938,0.01118865,0.057261415,0.146586731,,,
1341,0.877801061,0.299637973,0.143578723,0.053608473,0.008743628,0.021742137,0.405725956,-0.058386486,0.150753438,-0.00446675,0.092524469,0.07403174,0.057357635,0.154674545,0.274808079,0.165269047,0.287273973,0.014037784,0.041199073,0.130550131,,,
1343,0.89922452,0.301962048,0.153816283,0.044571053,0.018801544,0.016439298,0.403416514,-0.061625365,0.160226285,0.00317423,0.084332131,0.103775047,0.072119124,0.142512888,0.280397147,0.190908834,0.292866588,0.021977635,0.044068765,0.119717874,,,
1345,0.913303733,0.303207576,0.154645711,0.045690257,0.022472281,0.012306469,0.395160288,-0.073822573,0.165385157,0.008607409,0.091836333,0.131738871,0.089445263,0.118964389,0.296633303,0.202170506,0.28871876,0.023084067,0.058809265,0.126404583,,,
1347,0.937490165,0.314231634,0.155000821,0.059359152,0.019498609,0.018280098,0.387991101,-0.067195319,0.169081748,0.005935725,0.108171336,0.153820872,0.083399087,0.100402266,0.325912446,0.208130583,0.290754259,0.024134476,0.070650347,0.135352924,,,
1349,0.96503669,0.32329765,0.156984463,0.077634715,0.009360835,0.028261745,0.379402399,-0.064461909,0.177230954,0.00435796,0.123013571,0.167417154,0.066024803,0.102210961,0.340261132,0.230350837,0.293873399,0.029893011,0.076260701,0.13659282,,,
1351,0.994808078,0.335062712,0.164714053,0.08750622,-0.003667617,0.036875214,0.388960272,-0.060400702,0.188877806,0.007228213,0.134038046,0.162805378,0.052592579,0.110557683,0.337314308,0.248542726,0.295641959,0.038134426,0.086808577,0.143597409,,,
1353,1.027544618,0.3586317,0.175828576,0.084088355,-0.011521618,0.050029315,0.408788532,-0.06235975,0.194763973,0.017006548,0.136668667,0.166929886,0.03393681,0.105983473,0.343745261,0.256188899,0.299467623,0.040676881,0.104165919,0.156029016,,,
1355,1.044625282,0.395032287,0.188856646,0.073055893,-0.009212578,0.059808657,0.415482879,-0.057576757,0.202308685,0.049266621,0.147021011,0.17351532,0.018155821,0.108107291,0.356250852,0.248541176,0.304520041,0.038825825,0.112775356,0.163557649,,,
1357,1.054277182,0.414798528,0.188971609,0.059578761,-0.011396021,0.06249816,0.418807983,-0.057565678,0.200691566,0.062581666,0.15472956,0.177042991,0.016404323,0.115430266,0.37026161,0.242426977,0.302855879,0.045964617,0.104538374,0.155860335,,,
1359,1.048971534,0.416342616,0.184613928,0.064791739,-0.017800771,0.056434207,0.406901896,-0.055728018,0.200318173,0.035068836,0.172375306,0.189263314,0.006932916,0.11958579,0.38799262,0.224006698,0.295374006,0.048461754,0.089591146,0.141181782,,,
1361,1.019399285,0.420291275,0.189448699,0.082193501,-0.020800503,0.048647169,0.387127131,-0.057973962,0.2105041,0.006120951,0.198376611,0.205935687,-0.003627483,0.119593993,0.412046283,0.199797139,0.296209991,0.049857475,0.07202325,0.137190536,,,
1363,1.000687838,0.417887568,0.193720818,0.089257985,-0.010759417,0.048499472,0.378399193,-0.056678679,0.213405445,0.000662498,0.217356578,0.226276249,-0.006582648,0.105620988,0.425951272,0.203019574,0.306914568,0.056378379,0.057366181,0.147963941,,,
1365,1.00202322,0.4049595,0.203230113,0.084539808,-0.000803849,0.052730504,0.377511233,-0.052753989,0.215792149,0.008390384,0.216131508,0.240979999,0.014658186,0.10242416,0.425442904,0.227595896,0.306062192,0.065764651,0.05072476,0.15627034,,,
1367,1.012685299,0.410777241,0.205003351,0.070875317,-0.002240652,0.049349286,0.38157022,-0.050992623,0.224288195,0.017758926,0.206194252,0.244077563,0.047337331,0.118801542,0.42126742,0.251196504,0.30849418,0.073384978,0.053745441,0.160839021,,,
1369,1.034425497,0.414803743,0.190996543,0.048490625,-0.009777645,0.03982364,0.386696398,-0.047710665,0.230346248,0.018541461,0.201250255,0.248946816,0.075183809,0.121745721,0.415413976,0.266094625,0.313456655,0.070463218,0.052045587,0.165091842,,,
1371,1.056902051,0.39861998,0.172282547,0.030362507,-0.013738333,0.027254278,0.377389312,-0.049591325,0.226328135,0.013553503,0.191997975,0.237686858,0.086389519,0.115476899,0.402242362,0.264291495,0.303627044,0.059187297,0.042749971,0.16478613,,,
1373,1.114206553,0.382385492,0.164438382,0.03147484,-0.004056899,0.024293032,0.369993865,-0.036854792,0.212870866,0.026466206,0.194856226,0.226181686,0.09196344,0.113676347,0.389059335,0.252966046,0.29491508,0.051154263,0.040439826,0.165729403,,,
1375,1.172617674,0.379943579,0.176415026,0.043573808,0.007186635,0.02902101,0.364505202,-0.012894953,0.207657158,0.044579532,0.218091056,0.228163093,0.092845991,0.120790385,0.398816049,0.246181622,0.304342657,0.061903477,0.054334626,0.178198442,,,
1377,1.226530313,0.414536744,0.188710868,0.051788773,0.014789531,0.034861971,0.363774031,0.022817895,0.234187514,0.068998858,0.235112518,0.258662879,0.084486119,0.125156671,0.425012261,0.266836762,0.331509382,0.098525785,0.076276898,0.20401068,,,
1379,1.311513543,0.486336261,0.194604665,0.059640709,0.029380685,0.045631781,0.37624523,0.046570286,0.271319807,0.082700312,0.241512373,0.308600903,0.085468203,0.119798645,0.476055324,0.303738683,0.36000675,0.13879098,0.098686166,0.22370705,,,
1381,1.407047987,0.567681909,0.203075513,0.073484004,0.036219303,0.04829761,0.377674848,0.059858851,0.308834851,0.093732871,0.245565936,0.375574291,0.077723794,0.107620552,0.529047668,0.350168765,0.368122667,0.1679416,0.120264195,0.236942887,,,
1383,1.483160853,0.616048098,0.202241376,0.078697339,0.025505276,0.038394656,0.373257697,0.059407938,0.331050366,0.097963579,0.251927048,0.429950982,0.061277188,0.083904892,0.558299601,0.392518371,0.3560853,0.188500479,0.130674139,0.252378106,,,
1385,1.509673476,0.647152245,0.200083151,0.076197557,0.014726676,0.035413075,0.379287183,0.075231262,0.344613224,0.090845995,0.257448733,0.463137031,0.051421124,0.064681411,0.593126893,0.418652058,0.349749327,0.197568998,0.136242524,0.263411045,,,
1387,1.494342685,0.67209655,0.190163031,0.071760423,0.007645707,0.03670612,0.383196741,0.099371716,0.349867195,0.080912605,0.261333853,0.495437413,0.047509547,0.064102255,0.628129482,0.413905948,0.36184594,0.189610705,0.149736598,0.259526968,,,
1389,1.467829585,0.682512939,0.189051047,0.055995408,0.005647369,0.034781002,0.379869938,0.101583563,0.340718508,0.07323464,0.261796594,0.500972629,0.053331658,0.074542463,0.62647748,0.388266593,0.366696149,0.177252516,0.170482203,0.24494721,,,
1391,1.420538068,0.649517,0.189931616,0.040765703,0.008374598,0.025812784,0.371728361,0.079655178,0.315928638,0.07258977,0.257160604,0.474164724,0.074129775,0.076945752,0.60300684,0.357856482,0.36665079,0.161618248,0.173543602,0.226808339,,,
1393,1.326371551,0.586476564,0.186711028,0.034588732,-0.004610065,0.011505367,0.357480824,0.053723413,0.281048477,0.066989645,0.254895568,0.414680392,0.092688963,0.068197474,0.553000927,0.3176516,0.370044976,0.144013494,0.161369294,0.200805381,,,
1395,1.221067786,0.506504416,0.182008997,0.0233512,-0.002611441,-0.002854415,0.334602833,0.048090395,0.253754377,0.063712656,0.235571668,0.339155346,0.094354205,0.059402872,0.501745462,0.264907688,0.362402409,0.111809976,0.144564137,0.172923088,,,
1397,1.134107232,0.438383102,0.175962567,0.01051887,0.008695052,-0.012430486,0.314073175,0.037295222,0.22878696,0.048303511,0.208391845,0.267237514,0.091147847,0.05530601,0.458261758,0.233236998,0.320255846,0.063928679,0.128421128,0.146885827,,,
1399,1.074638605,0.386411339,0.173975691,0.001932118,0.013502655,-0.006826719,0.313732386,0.018100863,0.208947107,0.027141014,0.189659879,0.212611884,0.079570293,0.062899821,0.4283894,0.22886543,0.268085539,0.027479362,0.113492273,0.142032176,,,
1401,1.008689165,0.342441529,0.157976657,0.004547684,-0.00143333,0.006887126,0.305108428,-0.000386886,0.176553607,0.024868738,0.171348482,0.17736423,0.060148314,0.085616782,0.389956772,0.222083956,0.225924432,0.006538598,0.084905282,0.144509867,,,
1403,0.92313242,0.285543978,0.132312432,0.01423775,-0.019550238,0.017849183,0.283612072,-0.011692703,0.154681876,0.037199844,0.154620647,0.143674403,0.040702336,0.098122887,0.347664148,0.216687664,0.208940536,-0.003015141,0.056550365,0.149427906,,,
1405,0.851339877,0.223867148,0.105536744,0.030380642,-0.029062657,0.024848005,0.265051812,-0.030843034,0.138055027,0.035653379,0.151632249,0.11298117,0.026614793,0.097739562,0.31051445,0.217027277,0.200769156,-0.007964946,0.043766223,0.150001138,,,
1407,0.815881312,0.178619355,0.092180543,0.044524826,-0.027318111,0.022812223,0.241052657,-0.046461809,0.129148543,0.001232341,0.134245455,0.094400786,0.020462476,0.101814643,0.281349748,0.196107611,0.200661615,-0.001920749,0.04778501,0.133386925,,,
1409,0.775205493,0.140669584,0.103167281,0.045557722,-0.02427642,0.01379735,0.233584702,-0.062036801,0.127013445,-0.043919683,0.106601335,0.096896864,0.008588472,0.108442813,0.256236911,0.169245556,0.202355325,0.007105366,0.052112713,0.112603389,,,
1411,0.727718115,0.125196204,0.123677537,0.049548291,-0.031347282,0.000832502,0.237582684,-0.060928367,0.096413627,-0.066199727,0.096412666,0.103181191,-0.001096398,0.107041851,0.224598721,0.152331322,0.193538949,0.010874418,0.049914673,0.097360604,,,
1413,0.691932917,0.123696968,0.135492906,0.054170031,-0.03007146,-0.000508521,0.239400059,-0.056195937,0.069781385,-0.078917861,0.091295242,0.108820587,-0.013279133,0.09888082,0.199627519,0.138185516,0.183012247,0.010354779,0.044561297,0.073205575,,,
1415,0.677020252,0.11159417,0.131178379,0.038344722,-0.013946503,0.016162911,0.243880004,-0.061818175,0.057741098,-0.087608352,0.083886333,0.107633688,-0.008759527,0.095616579,0.18043083,0.13869147,0.169298217,0.007950399,0.043902278,0.038466074,,,
1417,0.713853657,0.119514816,0.124977946,0.028140465,0.002144975,0.043854784,0.230592951,-0.064919509,0.052510332,-0.081288897,0.092635743,0.11341434,0.003874809,0.095617399,0.181480289,0.153322637,0.140853524,0.027347168,0.045628112,0.02802686,,,
1419,0.770430148,0.16074717,0.142774835,0.032280356,0.006463377,0.038444214,0.201146811,-0.056711245,0.075355627,-0.056388382,0.106674328,0.144488111,0.017184682,0.092451923,0.212700695,0.170683011,0.115718193,0.054928705,0.039915394,0.053551234,,,
1421,0.872699678,0.24313812,0.164565489,0.043951556,-0.006664478,0.025697229,0.175791606,-0.042550948,0.118984483,-0.00623457,0.129041493,0.214515686,0.03146407,0.089383714,0.279342741,0.208987147,0.125579283,0.077510297,0.021246504,0.091675669,,,
1423,1.086447954,0.360290378,0.180845708,0.043516289,-0.010188427,0.024200918,0.18097195,0.010282082,0.183756486,0.061002843,0.184336931,0.324759096,0.046365242,0.065574773,0.388180435,0.29685688,0.16791828,0.113390066,0.037621297,0.137454852,,,
1425,1.34088397,0.50556314,0.183204114,0.040983826,-0.006536872,0.02328776,0.219906971,0.086290903,0.250564814,0.102665432,0.243371829,0.466244817,0.058565233,0.039354503,0.516001523,0.392883688,0.25251177,0.148505613,0.085060239,0.191601634,,,
1427,1.649681091,0.731435597,0.193998143,0.047779102,-0.00698368,0.013616535,0.264680266,0.162371919,0.324044347,0.146149501,0.30998975,0.6481722,0.082323663,0.019471221,0.673188865,0.475462645,0.353024811,0.19742018,0.151170626,0.239171937,,,
1429,2.032570601,1.048459768,0.230455935,0.040689841,-0.014529021,0.001502102,0.303133965,0.259006619,0.416507423,0.201785728,0.396978796,0.861712337,0.112661198,0.045727763,0.8860358,0.581889629,0.465386719,0.266211301,0.223051593,0.306694806,,,
1431,2.414155245,1.374051213,0.274460852,0.034973934,-0.026384719,-0.013911856,0.348889053,0.351754665,0.486032695,0.249927074,0.498002678,1.072018027,0.138793498,0.108993888,1.098061204,0.701070309,0.574988067,0.342192471,0.2621333,0.381225556,,,
1433,2.686141253,1.606931806,0.295602143,0.02833195,-0.031319376,-0.011000337,0.372640193,0.368153065,0.494680792,0.284941345,0.550248444,1.196422219,0.144246683,0.141095802,1.252868295,0.767354608,0.642152786,0.417025506,0.261067152,0.410454005,,,
1435,2.847080708,1.76816678,0.31734696,0.036620297,-0.026791461,0.011607951,0.381862551,0.355887234,0.519091368,0.311083615,0.571405351,1.267197847,0.118754998,0.155759931,1.361825824,0.810654581,0.666465163,0.478303194,0.264567167,0.407377541,,,
1437,2.895815849,1.829473495,0.329570562,0.059916653,-0.032033794,0.024107739,0.360407799,0.351552397,0.553889453,0.290847838,0.583522916,1.303959846,0.08539167,0.182323992,1.40220499,0.834057927,0.656110585,0.483111918,0.293853909,0.411089808,,,
1439,2.896463394,1.820866108,0.330814421,0.073508203,-0.016121177,0.025056971,0.325914979,0.363183886,0.575642645,0.247495338,0.582838476,1.294769168,0.079081126,0.218219355,1.384255409,0.837337315,0.627877355,0.470817477,0.30854094,0.443599284,,,
1441,2.976747274,1.836209059,0.311385393,0.074181005,0.01687343,0.028064381,0.307214618,0.385243505,0.584617317,0.215923473,0.556936145,1.271331787,0.092175111,0.261912525,1.350033998,0.834404409,0.599442661,0.497339427,0.319042623,0.465599686,,,
1443,3.065857172,1.887573361,0.274812102,0.064478964,0.04614158,0.014406655,0.319238871,0.398513377,0.581614852,0.205726728,0.534685314,1.243338943,0.094483107,0.284332693,1.320049405,0.823651433,0.58442378,0.526821971,0.314292371,0.475961417,,,
1445,3.097834349,1.939225435,0.259917855,0.058846571,0.062218662,-0.004933472,0.337563664,0.382291794,0.577436924,0.22832936,0.513397515,1.19633472,0.056342982,0.293730319,1.295802712,0.784397423,0.604983389,0.5234707,0.311668545,0.49053061,,,
1447,2.982237101,1.933606863,0.270985991,0.065412864,0.017143354,0.028451186,0.375213355,0.414405465,0.594543695,0.289156407,0.553841949,1.073868513,0.048976846,0.319047272,1.155576229,0.722814739,0.611380398,0.538848639,0.302305222,0.45819521,,,
1449,2.868642569,1.928085804,0.281862378,0.071865402,-0.027151013,0.061257437,0.412210792,0.445962787,0.611354113,0.348929673,0.59358561,0.953524113,0.041738328,0.343925655,1.017779231,0.662298977,0.617666662,0.553960204,0.293104142,0.426420063,,,
1451,2.756999254,1.922659278,0.292551965,0.078207098,-0.07068456,0.093500212,0.448572695,0.476978093,0.627875805,0.40767622,0.63264668,0.835246682,0.034624148,0.368376672,0.882349074,0.602822721,0.623844862,0.568812132,0.284061104,0.395190626,,,
1453,2.671652317,1.899265289,0.258359075,0.077006638,-0.084946707,0.072086155,0.439578205,0.415359855,0.622315228,0.404985189,0.594712496,0.826072633,0.018388815,0.326833993,0.870216012,0.601507366,0.591915011,0.518456519,0.300432086,0.391038328,,,
1455,2.537848473,1.784425139,0.219611093,0.073922083,-0.082773283,0.015735468,0.39970544,0.326890856,0.574799955,0.343835115,0.512523532,0.776881993,0.022051154,0.227478504,0.793199241,0.568961322,0.533509731,0.448184282,0.276358843,0.377889663,,,
1457,2.397714138,1.589007258,0.160263956,0.045456886,-0.080787428,-0.036417503,0.355380088,0.266331226,0.488431573,0.229127139,0.446647078,0.710534573,0.066402622,0.12059056,0.704541743,0.486317992,0.45779255,0.400553554,0.267086625,0.349951863,,,
1459,2.203905106,1.415715933,0.090670839,-0.002108596,-0.095076315,-0.032833956,0.318326294,0.243959412,0.407545626,0.171869189,0.403342307,0.646113873,0.060509529,0.087808125,0.662247837,0.399782628,0.391477883,0.36004436,0.251868069,0.285528958,,,
1461,2.04064703,1.286983728,0.039393861,-0.040638935,-0.111369669,-0.012996261,0.290032148,0.232463643,0.323160172,0.158800617,0.363586932,0.566280007,0.031006942,0.068846382,0.608770967,0.350639403,0.311271429,0.314256698,0.203528807,0.234480873,,,
1463,1.923940301,1.186232686,0.045684818,-0.046600703,-0.093298733,-0.003292831,0.26830256,0.201782048,0.297411799,0.121333025,0.373038411,0.518396914,0.05951871,0.023589358,0.538442433,0.358608037,0.26344949,0.296745539,0.134288713,0.220135823,,,
1465,1.84658134,1.137550592,0.062023573,-0.036292113,-0.064516768,0.012879034,0.263754636,0.174876764,0.326668292,0.078842752,0.381896764,0.482946515,0.098768935,0.012716962,0.479892641,0.401273429,0.291000694,0.307936758,0.121767089,0.230424821,,,
1467,1.816910028,1.133834481,0.061107036,-0.021608595,-0.029601458,0.018378424,0.264228433,0.175408319,0.303787887,0.056940209,0.382679433,0.469226331,0.107024774,0.036909223,0.455956429,0.405165136,0.338778675,0.301969558,0.111137621,0.224565953,,,
1469,1.759881735,1.112070322,0.044586204,0.004348028,0.000814673,-0.006927813,0.238603398,0.153089806,0.259286582,0.038096864,0.37634936,0.430423886,0.098967656,0.055649858,0.463054776,0.356943369,0.366441995,0.267762661,0.086949348,0.213570178,,,
1471,1.688017726,1.11781466,0.043051526,0.028246172,0.010009809,-0.012868143,0.178802222,0.134395286,0.265552908,0.015154253,0.385379076,0.37777549,0.086116552,0.08757896,0.498872846,0.319165379,0.357644022,0.224341646,0.105112962,0.220549583,,,
1473,1.715433836,1.130906105,0.018976131,0.033155952,0.011353453,-0.013507415,0.117965817,0.151206091,0.315733522,0.039211445,0.372955531,0.336698204,0.082450375,0.096777469,0.524398923,0.310843199,0.347370118,0.213435784,0.163506851,0.22666578,,,
1475,1.834925413,1.164180279,0.012271089,0.01994155,0.005954378,-0.009714037,0.11894875,0.186661139,0.322023362,0.118008114,0.377313763,0.392153054,0.092055656,0.090899974,0.534696043,0.312665939,0.364116788,0.244898632,0.205522418,0.209591836,,,
1477,1.981821537,1.219615579,0.044870973,-0.008999933,-0.006294882,-0.015963385,0.16642189,0.214868635,0.301569641,0.163139537,0.376784891,0.49248296,0.083839521,0.086789645,0.560237288,0.279370785,0.412764162,0.295158774,0.202437252,0.212186947,,,
1479,2.079273462,1.264298081,0.104498796,-0.036515165,-0.026997969,-0.016000599,0.246938691,0.244539857,0.31103152,0.181797951,0.410764366,0.544521511,0.059042338,0.09929692,0.60422343,0.26086247,0.463433295,0.350815624,0.199861273,0.258801609,,,
1481,2.133953571,1.313026786,0.142434835,-0.060561474,-0.054770675,-0.015546982,0.305616289,0.27418831,0.324768662,0.182632595,0.465285957,0.584147394,0.06217676,0.095359184,0.658782601,0.259440869,0.495368421,0.39581871,0.176706076,0.313087165,,,
1483,2.125364304,1.335726976,0.15414235,-0.088714778,-0.065745525,-0.03370804,0.289791346,0.270800859,0.329813331,0.178598851,0.492229462,0.609728277,0.068875909,0.077470206,0.654239595,0.251400381,0.476612777,0.401318818,0.139688611,0.332063228,,,
1485,2.034048319,1.342285991,0.129695266,-0.070085227,-0.031032467,-0.070741884,0.232920721,0.22372508,0.313720942,0.184819162,0.452824295,0.625612259,0.06340301,0.094966993,0.604936779,0.218764856,0.419559717,0.373247266,0.12575388,0.322662175,,,
1487,1.878524899,1.251135945,0.081903361,-0.043856394,0.014868535,-0.109346986,0.189454868,0.132306963,0.282740027,0.189322188,0.412508488,0.580418468,0.044090461,0.100554988,0.529430807,0.171792895,0.36246109,0.331204534,0.115693487,0.23723495,,,
1489,1.653814912,1.055040121,0.034745902,-0.035675477,0.0361876,-0.096673235,0.162778899,0.038668368,0.239295006,0.188352913,0.38432622,0.499219418,0.041459549,0.083862275,0.457479179,0.099685036,0.288449109,0.266296715,0.105571479,0.145319551,,,
1491,1.420295954,0.856377959,0.030283066,-0.029383929,0.036198761,-0.037699588,0.110846609,-0.043189071,0.149806514,0.136389941,0.333118141,0.411352724,0.045910165,0.043214396,0.43528682,0.007662807,0.194622651,0.206549793,0.113964953,0.083420262,,,
1493,1.19819212,0.660038352,0.019918058,-0.015990691,0.022905467,-0.009389601,0.06439288,-0.106482752,0.084031478,0.072162792,0.22393705,0.309995472,0.039850049,-0.000466504,0.372249097,-0.105822869,0.143356532,0.132950321,0.097428747,0.023960965,,,
1495,0.94268471,0.43058756,0.002039264,0.017192233,-0.039493468,-0.010251323,0.038213369,-0.138253137,0.064763166,-0.024425136,0.105712377,0.178547859,0.006564175,-0.013552828,0.273899436,-0.166937739,0.127007619,0.038275126,0.019252356,-0.019231755,,,
1497,0.686619103,0.221189827,0.015397185,0.085293248,-0.093951583,-0.000865658,0.0242195,-0.070334278,0.054553978,-0.079943649,0.021930026,0.110886373,-0.012988308,-0.007740752,0.149227962,-0.180388898,0.097559728,-0.056085721,-0.04391972,-0.08275333,,,
1499,0.531944036,0.112008363,0.045930866,0.115753189,-0.098060183,-0.034398071,-0.014262727,-0.029378543,0.05564554,-0.067841344,0.005625295,0.061233334,-0.006742923,0.022340499,0.022761,-0.193105966,0.069122538,-0.102241494,-0.068449438,-0.12319681,,,
1501,0.479337931,0.092083044,0.061798394,0.116069369,-0.02661141,-0.062167682,-0.050064743,-0.042764392,0.075228803,-0.002250758,0.035261255,0.040494315,-0.030146202,0.042883933,-0.028499734,-0.163204029,0.040010549,-0.076665625,-0.097088218,-0.093558244,,,
1503,0.429103196,0.052255116,0.134544522,0.140640706,0.069749519,-0.091379963,-0.073865905,-0.097066224,0.058430135,0.064863369,0.080884442,0.050213829,-0.049298305,0.009032295,-0.063576989,-0.128247857,0.037420098,-0.004657588,-0.137984112,-0.064273924,,,
1505,0.319120765,-0.059928931,0.227743387,0.176309168,0.16531986,-0.084415652,-0.115345716,-0.187975198,-0.02079555,0.10252095,0.13375023,0.04694739,-0.120960645,-0.005757884,-0.130697295,-0.10284435,0.070656367,0.050355766,-0.190037206,-0.109245248,,,
1507,0.164999947,-0.189187303,0.312136292,0.104167081,0.214515582,-0.009729227,-0.192448333,-0.231607303,-0.112784162,0.076400489,0.142838597,0.080088422,-0.180528983,0.002864735,-0.225364044,-0.07784728,0.140965492,0.023950484,-0.132739261,-0.095100388,,,
1509,0.110193998,-0.222951919,0.297057748,0.003893633,0.144046918,0.09131778,-0.195242763,-0.178950101,-0.164970517,-0.002817875,0.087806605,0.082461961,-0.170749411,0.007512817,-0.310468405,-0.040463109,0.126219228,-0.05236575,-0.044042248,-0.046999987,,,
1511,0.112292513,-0.168982297,0.187549591,0.00551266,0.023116875,0.112356752,-0.140863881,-0.126869842,-0.125054374,-0.013921747,0.032795034,-0.01124915,-0.117766589,0.042245511,-0.267239392,-0.013120107,0.072103307,-0.127724856,-0.056356493,0.02098994,,,
1513,0.14033322,-0.108147778,0.082491249,0.026139099,-0.028208269,0.044797339,-0.105582744,-0.097031459,-0.069826461,0.026832141,-0.048224192,-0.031665314,-0.084434673,0.04225903,-0.199121222,0.02459218,0.113853849,-0.189728037,-0.156564385,0.074052319,,,
1515,0.173119187,-0.102850229,0.002663829,0.050200887,-0.047120858,-0.036711693,-0.013213372,-0.071147308,-0.050346069,0.053499721,-0.081980139,-0.030864071,-0.037911221,-0.035615575,-0.142419234,0.084751323,0.149259359,-0.15048793,-0.216957137,0.183597624,,,
1517,0.23007898,-0.129917905,-0.025901284,0.048577294,-0.051816002,-0.083935611,0.096958935,0.004229385,-0.056067318,0.060031518,-0.062090937,-0.068698384,-0.023666017,-0.115499012,-0.089428157,0.164463162,0.158277616,-0.051038042,-0.205144003,0.263750821,,,
1519,0.258527696,-0.160839736,-0.023178527,0.031436615,-0.065649047,-0.065060601,0.152870357,0.07366778,-0.082004778,0.054422528,-0.037145328,-0.200182572,0.024605216,-0.151435465,-0.105443709,0.21744746,0.159577683,-0.067288965,-0.108970664,0.228718922,,,
1521,0.249421671,-0.155335471,0.023557857,0.115618996,-0.072110504,-0.016729632,0.116686136,0.068145409,-0.059952982,0.065059781,0.051775616,-0.239481136,0.120687157,-0.162654206,-0.075352885,0.193179473,0.076753415,-0.100039475,0.019968752,0.129690185,,,
1523,0.161807224,-0.086767219,0.050701749,0.147242591,-0.025586698,0.052165989,0.054483227,0.055079274,-0.056129977,0.076379716,0.070131451,-0.182320371,0.202023119,-0.149869725,0.018865658,0.086794123,-0.043090075,-0.041001122,0.081903741,0.044028215,,,
1525,0.093353674,-0.075444654,0.028157564,0.095720798,-0.019028433,0.095109999,0.053976748,0.017434837,-0.023288015,0.076716818,0.055859242,-0.103160441,0.206157044,-0.108988963,0.038443305,-0.013348037,-0.112508163,-0.014832766,0.052984722,-0.000850876,,,
1527,0.112414628,-0.042987585,0.000506034,0.037396315,-0.041640114,0.084811479,0.062836684,-0.04847426,0.017506517,0.062494643,0.029215032,-0.072985664,0.122284509,-0.095802374,-0.005985079,0.00415712,-0.119083591,-0.01727538,-0.051227715,-0.01490331,,,
1529,0.182502076,-0.033195209,-0.018482236,-0.003166015,-0.053504523,0.072353706,0.065368094,-0.050053589,-0.004031477,-0.00496268,0.022032637,-0.084939748,0.061360415,-0.074116513,-0.026284613,0.044780083,-0.082796238,-0.002004338,-0.055869106,-0.023517981,,,
1531,0.238612771,-0.073381774,-0.016274238,-0.036418669,-0.048701353,0.061947353,0.0864418,-0.033471197,-0.039124247,-0.07494615,0.060766626,-0.049907863,0.050577901,-0.064581744,-0.044618636,0.025051493,-0.079024151,0.016408548,-0.008654639,-0.046361227,,,
